fsq_place_id,name,latitude,longitude,address,locality,region,postcode,admin_region,post_town,po_box,country,date_created,date_refreshed,date_closed,tel,website,email,facebook_id,instagram,twitter,fsq_category_ids,fsq_category_labels,placemaker_url,unresolved_flags,geom,bbox
4c1012313ce120a1ad7d071c,Number One,44.32941441257865,-74.13283447204284,7 Bloomingdale Ave,Saranac Lake,NY,12983,,,,US,2010-06-09,2023-08-15,,,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4c1012313ce120a1ad7d071c,,b'\x00\x00\x00\x00\x01\xc0R\x88\x80\\(M&@F**@`m\x9d',"{'xmin': -74.13283447204284, 'ymin': 44.32941441257865, 'xmax': -74.13283447204284, 'ymax': 44.32941441257865}"
50c8eb88e4b0d7ceb2e7210c,No 1 Chinese,44.32941441257865,-74.13283447204284,7 Bloomingdale Ave,Saranac Lake,NY,12983,,,,US,2012-12-12,2025-09-04,,(518) 891-9978,,,319774061481177.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/50c8eb88e4b0d7ceb2e7210c,,b'\x00\x00\x00\x00\x01\xc0R\x88\x80\\(M&@F**@`m\x9d',"{'xmin': -74.13283447204284, 'ymin': 44.32941441257865, 'xmax': -74.13283447204284, 'ymax': 44.32941441257865}"
787a36a01e18012f487f54d8,China King,44.32903256734509,-74.13239284176416,4 Bloomingdale Ave,Saranac Lake,NY,12983,,,,US,2012-03-16,2025-01-16,2025-01-16,(518) 891-9978,http://chinaking.org,,114043728627285.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/787a36a01e18012f487f54d8,,b'\x00\x00\x00\x00\x01\xc0R\x88y\x1f\xd3f\x80@F*\x1d\xbd:\x08u',"{'xmin': -74.13239284176416, 'ymin': 44.32903256734509, 'xmax': -74.13239284176416, 'ymax': 44.32903256734509}"
4be3553dd27a20a1c4f6915b,China Jade,44.32640570650127,-74.1318526488219,Main street,Saranac Lake,NY,12983,,,,US,2010-05-06,2025-08-08,,(518) 891-6145,http://chinajade.food74.com,,117202548305397.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4be3553dd27a20a1c4f6915b,,b'\x00\x00\x00\x00\x01\xc0R\x88pF\x17\xa50@F)\xc7\xa9\x85SK',"{'xmin': -74.1318526488219, 'ymin': 44.32640570650127, 'xmax': -74.1318526488219, 'ymax': 44.32640570650127}"
4bb8b678314e952100aa489d,China Wok,44.22361160303454,-74.4650419473388,99 Park St,Tupper Lake,NY,12986,,,,US,2010-04-04,2025-07-03,,(518) 359-8600,http://www.chinawokky.com/,ke.qual@chinawokonline.com,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4bb8b678314e952100aa489d,,b'\x00\x00\x00\x00\x01\xc0R\x9d\xc3?L\xc5\xa7@F\x1c\x9fN\x15\x05\x0e',"{'xmin': -74.4650419473388, 'ymin': 44.22361160303454, 'xmax': -74.4650419473388, 'ymax': 44.22361160303454}"
4c38ef2fdfb0e21ef393afa8,No 1 Chinese Restaurant,44.84614721599255,-74.30787916064403,228 W Main St,Malone,NY,12953,,,,US,2010-07-10,2025-07-12,,(518) 483-3650,http://www.no1chinese.webs.com,tonyzhe88@yahoo.com,109104019199023.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4c38ef2fdfb0e21ef393afa8,,b'\x00\x00\x00\x00\x01\xc0R\x93\xb4J\xcb\x85\x82@FlN\x8dN%\r',"{'xmin': -74.30787916064403, 'ymin': 44.84614721599255, 'xmax': -74.30787916064403, 'ymax': 44.84614721599255}"
4c5cafcb2815c9286be4b267,Kings Wok,44.84623681154343,-74.31844337894691,3324 State Route 11,Malone,NY,12953,,,,US,2010-08-07,2025-08-22,,(518) 483-1666,http://kingswokbuffet2.placeweb.site,w2@familydollar.com,162033037151340.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4c5cafcb2815c9286be4b267,,b'\x00\x00\x00\x00\x01\xc0R\x94a`V\x8d\x1a@FlQ|\xe3 \x0b',"{'xmin': -74.31844337894691, 'ymin': 44.84623681154343, 'xmax': -74.31844337894691, 'ymax': 44.84623681154343}"
4eb02ee00aafcac7e5601146,Golden Dragon,44.97822082523245,-74.69129999692085,"346 New York 37, Hogansburg, NY 13655",Hogansburg,NY,13655,,,,US,2011-11-01,2018-09-22,,(518) 358-9595,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4eb02ee00aafcac7e5601146,,b'\x00\x00\x00\x00\x01\xc0R\xac>BW\x9f\xff@F}6W\nQ\xdb',"{'xmin': -74.69129999692085, 'ymin': 44.97822082523245, 'xmax': -74.69129999692085, 'ymax': 44.97822082523245}"
5db96f19cb3f0900070dc9ef,Chinese Massena A1 Buffet,44.921635,-74.88457,,Massena,NY,13662,,,,US,2019-10-30,2019-10-30,,,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/5db96f19cb3f0900070dc9ef,,"b'\x00\x00\x00\x00\x01\xc0R\xb8\x9c\xcb}At@Fu\xf8""\xbb\xec\xab'","{'xmin': -74.88457, 'ymin': 44.921635, 'xmax': -74.88457, 'ymax': 44.921635}"
4cd0b81148b83704b99af4de,A1 Chinese Restaurant,44.68508023951696,-74.98461901398767,61 Market St,Potsdam,NY,13676,,,,US,2010-11-03,2018-06-17,,,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4cd0b81148b83704b99af4de,,b'\x00\x00\x00\x00\x01\xc0R\xbf\x03\xffx\x062@FW\xb0\xb5\x93\xee<',"{'xmin': -74.98461901398767, 'ymin': 44.685080239516964, 'xmax': -74.98461901398767, 'ymax': 44.685080239516964}"
4e936fa52c5b7223b9dc79ab,A-1 Oriental Kitchen,44.6858219636465,-74.9847235300083,200 Market St,Potsdam,NY,13676,,,,US,2011-10-10,2023-05-26,,(315) 265-6666,http://themenuz.com/ny/potsdam/A1OrientalKitchen.html,,129111517165430.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4e936fa52c5b7223b9dc79ab,,b'\x00\x00\x00\x00\x01\xc0R\xbf\x05\xb5\xd7?0@FW\xc9\x03\x9c^\xc0',"{'xmin': -74.9847235300083, 'ymin': 44.685821963646504, 'xmax': -74.9847235300083, 'ymax': 44.685821963646504}"
4ef1a4f80e617e29c62613bd,Hanobe,44.59346214116496,-75.32105960902575,"2 Ganada St, Madison Sqr",Qc,NY,13680,,,,US,2011-12-21,2011-12-21,,,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4ef1a4f80e617e29c62613bd,,b'\x00\x00\x00\x00\x01\xc0R\xd4\x8c=\x9a5B@FK\xf6\x91C\xdb\xdc',"{'xmin': -75.32105960902575, 'ymin': 44.59346214116496, 'xmax': -75.32105960902575, 'ymax': 44.59346214116496}"
4dc8893ad4c0bf684193d2da,A#1 King's Buffet,44.689642489243006,-75.47827282865936,701 Canton St Ste 13,Ogdensburg,NY,13669,,,,US,2011-05-10,2025-08-19,2018-05-05,(315) 393-1800,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4dc8893ad4c0bf684193d2da,,b'\x00\x00\x00\x00\x01\xc0R\xde\x9c\x05\xa3j\x12@FXF4\x80\x9d\x89',"{'xmin': -75.47827282865936, 'ymin': 44.689642489243006, 'xmax': -75.47827282865936, 'ymax': 44.689642489243006}"
e9c164107fd24304e479d004,China Star Chinese Restaurant,44.70552042823581,-75.46143021041053,2981 Ford Street Ext Ste 3,Ogdensburg,NY,13669,,,,US,2012-01-15,2012-01-15,,(315) 393-7733,http://www.chinastar-pgh.com,,115935068435178.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/e9c164107fd24304e479d004,,b'\x00\x00\x00\x00\x01\xc0R\xdd\x88\x12\x93\xc6`@FZN~N\xf7c',"{'xmin': -75.46143021041053, 'ymin': 44.70552042823581, 'xmax': -75.46143021041053, 'ymax': 44.70552042823581}"
4e3ace5688772c3bf1269bc0,China Star,44.705916441214974,-75.46141172131485,,Ogdensburg,NY,,,,,US,2011-08-04,2019-11-22,,,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4e3ace5688772c3bf1269bc0,,b'\x00\x00\x00\x00\x01\xc0R\xdd\x87\xc5\x07Bt@FZ[xN]\x0f',"{'xmin': -75.46141172131485, 'ymin': 44.705916441214974, 'xmax': -75.46141172131485, 'ymax': 44.705916441214974}"
4c34ef4009a99c74444b0c2a,Food King,42.3231205729181,-79.5769261007599,51 E Main St,Westfield,NY,14787,,,,US,2010-07-07,2025-08-19,,(716) 326-7333,http://foodio54.com/restaurant/Westfield-NY/53354/Food-King,,127354150653552.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4c34ef4009a99c74444b0c2a,,b'\x00\x00\x00\x00\x01\xc0S\xe4\xec[s\xbe?@E)\\\x03\xd2\xac\x8c',"{'xmin': -79.5769261007599, 'ymin': 42.3231205729181, 'xmax': -79.5769261007599, 'ymax': 42.3231205729181}"
4c02eb2e39d476b0e9652fa7,East Meets West,40.5783195977631,-73.84964805612462,Beach 129th Street,Belle Harbor,NY,11694.0,,,,US,2010-05-30,2024-11-21,,(718) 474-5999,http://eastmeetswestsuperbchinesefood.com,eastmeetswest2@verizon.net,205380959478139.0,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4c02eb2e39d476b0e9652fa7,,b'\x00\x00\x00\x00\x01\xc0Rv`\xa2=\x8a\x93@DJ\x06`g\x83\xa2',"{'xmin': -73.84964805612462, 'ymin': 40.5783195977631, 'xmax': -73.84964805612462, 'ymax': 40.5783195977631}"
4b5bbfb0f964a520021429e3,China Kettle,40.61679959575433,-73.91000918528636,Avenue U,Brooklyn,NY,11234.0,,,,US,2010-01-24,2025-05-04,2025-05-04,(718) 763-7020,http://www.chinakettle.eat24hour.com,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4b5bbfb0f964a520021429e3,,b'\x00\x00\x00\x00\x01\xc0Rz=\x97*wT@DN\xf3J\x05\xf9\xb6',"{'xmin': -73.91000918528636, 'ymin': 40.61679959575433, 'xmax': -73.91000918528636, 'ymax': 40.61679959575433}"
4da4f97e1e72a3244fa5890c,King's Wok,40.61344940104106,-73.91245277062002,6179 Strickland Ave,Brooklyn,NY,11234.0,,,,US,2011-04-13,2025-05-03,2025-05-03,(718) 241-5261,http://www.kingswokeola.com,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4da4f97e1e72a3244fa5890c,,b'\x00\x00\x00\x00\x01\xc0Rze\xa0N=I@DN\x85\x82\x8d\x9co',"{'xmin': -73.91245277062002, 'ymin': 40.61344940104106, 'xmax': -73.91245277062002, 'ymax': 40.61344940104106}"
4e4ce4a1bd413c4cc66d03da,China Wok,40.61549746909143,-73.91849609411675,5813 Avenue T,Brooklyn,NY,11234.0,,,,US,2011-08-18,2025-09-05,,(718) 209-5999,http://www.chinawokky.com,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4e4ce4a1bd413c4cc66d03da,,b'\x00\x00\x00\x00\x01\xc0Rz\xc8\xa3\xd7o\r@DN\xc8\x9e\xfeB]',"{'xmin': -73.91849609411675, 'ymin': 40.61549746909143, 'xmax': -73.91849609411675, 'ymax': 40.61549746909143}"
514f8b4be4b01f10c950f1c7,Hunan West,40.61339213820915,-73.91258126204335,6165 Strickland Ave,Brooklyn,NY,11234.0,,,,US,2013-03-24,2025-04-22,,(718) 444-1678,http://www.hunanwestbk.com,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/514f8b4be4b01f10c950f1c7,['closed'],b'\x00\x00\x00\x00\x01\xc0Rzg\xbb<\xda\xca@DN\x83\xa22\x9d\xac',"{'xmin': -73.91258126204335, 'ymin': 40.61339213820915, 'xmax': -73.91258126204335, 'ymax': 40.61339213820915}"
4f42fe22e4b0b1d1a1e0078a,China tokyo brooklyn ny,40.619339827276114,-73.9178134931657,5818 ave n,Brooklyn,NY,11234.0,,,,US,2012-02-21,2015-06-19,,(718) 531-8811,http://www.chinatokyonyc.com,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4f42fe22e4b0b1d1a1e0078a,['closed'],b'\x00\x00\x00\x00\x01\xc0Rz\xbdt\xce>Y@DOF\x87\x07\xa1o',"{'xmin': -73.9178134931657, 'ymin': 40.619339827276114, 'xmax': -73.9178134931657, 'ymax': 40.619339827276114}"
4d483fd056eab60cab1e4086,Mr Kam,40.61939521134421,-73.91572500659029,6342 Veterans Ave,Brooklyn,NY,11234.0,,,,US,2011-02-01,2025-06-06,,(718) 531-7100,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4d483fd056eab60cab1e4086,,b'\x00\x00\x00\x00\x01\xc0Rz\x9b=\x0e\xdb\xd2@DOHW\xa0\x02\xde',"{'xmin': -73.91572500659029, 'ymin': 40.61939521134421, 'xmax': -73.91572500659029, 'ymax': 40.61939521134421}"
5347efee11d299b84335580e,Ahome,40.6198622005281,-73.91639590224422,6329 Avenue N,Brooklyn,NY,11234.0,,,,US,2014-04-11,2025-04-24,2025-04-24,(718) 209-0999,http://www.ahomechinesefood.com,ahomeny@gmail.com,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/5347efee11d299b84335580e,,b'\x00\x00\x00\x00\x01\xc0Rz\xa6:\xff\x94\xf3@DOW\xa5\x03\xa5\xbc',"{'xmin': -73.91639590224422, 'ymin': 40.619862200528104, 'xmax': -73.91639590224422, 'ymax': 40.619862200528104}"
4e2dfd73b0fbdc2b64f3211b,JCF Chinese Restaurant,40.619917164691714,-73.91635441867568,6329 Avenue N,Brooklyn,NY,11234.0,,,,US,2011-07-25,2018-08-16,,(718) 209-0999,,,,,,['4bf58dd8d48988d145941735'],['Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant'],https://foursquare.com/placemakers/review-place/4e2dfd73b0fbdc2b64f3211b,,b'\x00\x00\x00\x00\x01\xc0Rz\xa5\x8d\x00\xf0u@DOYr\x16J<',"{'xmin': -73.91635441867568, 'ymin': 40.619917164691714, 'xmax': -73.91635441867568, 'ymax': 40.619917164691714}"
