Join_Count,TARGET_FID,SOURCE_ID,rest_per_100ch,Loc_CODE,LOC_NAME,LMiIndex,LMiZScore,LMiPValue,COType,NNeighbors,ZTransform,SpatialLag,STATEFP,Shape_Length,Shape_Area
3,20,20,0.0000000,13,Small City,0.011340084235142,3.301229967843795,0.002000000000000,LL,56940,-0.271019240990993,-0.041842850483317,01,7518.101966270242883,2654318.466573135461658
2,21,21,0.0000000,43,Remote Rural,0.016412292014232,11.517134447849676,0.002000000000000,LL,47912,-0.271019240990993,-0.060558375634629,01,199022.676629514520755,760138543.072442412376404
3,22,22,0.0000000,41,Fringe Rural,0.012876163644387,8.802483181764760,0.002000000000000,LL,46288,-0.271019240990993,-0.047510704417980,01,114728.220664979904541,370656152.191253900527954
2,23,23,0.0000000,42,Distant Rural,0.013940294913630,9.298013878886092,0.002000000000000,LL,49886,-0.271019240990993,-0.051437155462813,01,175576.416415851883357,584236509.828780412673950
2,24,24,0.0000000,32,Distant Town,0.016184362787057,5.317980711410895,0.002000000000000,LL,50059,-0.271019240990993,-0.059717358198098,01,9649.482536610830721,2760507.546823004726321
2,25,25,0.0000000,13,Small City,0.010477767042786,3.302510234718438,0.002000000000000,LL,57582,-0.271019240990993,-0.038661056715231,01,8110.828687469215765,2388125.554731083102524
1,26,26,0.0000000,13,Small City,0.010368287474781,2.668569991297253,0.002000000000000,LL,57613,-0.271019240990993,-0.038257097000293,01,5127.875098224420981,1347728.246985628036782
2,27,27,0.0000000,13,Small City,0.009177051852347,2.421171433478919,0.002000000000000,LL,57656,-0.271019240990993,-0.033861653985379,01,12444.649218681021011,4079938.884544492233545
1,28,28,0.0000000,13,Small City,0.015239107349499,4.257323944830060,0.002000000000000,LL,58161,-0.271019240990993,-0.056229537374009,01,5780.560955548557104,1954821.686899482039735
3,29,29,0.0000000,41,Fringe Rural,0.013913479847755,8.847649920728465,0.002000000000000,LL,43471,-0.271019240990993,-0.051338212741677,01,172188.618368395109428,1008906667.700497746467590
2,30,30,0.0000000,42,Distant Rural,0.008122788214002,5.831479061275072,0.002000000000000,LL,56325,-0.271019240990993,-0.029971612705738,01,125761.899632611151901,347691410.770936429500580
3,31,31,0.0000000,41,Fringe Rural,0.012809146734344,7.997276806082018,0.002000000000000,LL,51681,-0.271019240990993,-0.047263424196013,01,137478.623081176250707,664556070.160246253013611
2,32,32,0.0000000,41,Fringe Rural,0.013702024767581,7.137657349537487,0.002000000000000,LL,49874,-0.271019240990993,-0.050557981914446,01,122999.844157354091294,407277049.399362981319427
2,33,33,0.0000000,41,Fringe Rural,0.012251992388986,7.427603416641865,0.002000000000000,LL,50386,-0.271019240990993,-0.045207625889269,01,109160.925800896147848,274925279.112216532230377
1,34,34,0.0000000,12,Midsize City,0.019439827233960,3.051370091707458,0.002000000000000,LL,50424,-0.271019240990993,-0.071729430532042,01,7155.564946831812449,1749919.011245031142607
2,35,35,0.0000000,12,Midsize City,0.014362102818479,4.063236477757930,0.002000000000000,LL,50473,-0.271019240990993,-0.052993549994748,01,9880.804705450958863,5395988.434728113003075
1,36,36,0.0000000,12,Midsize City,0.019194112462768,3.647035247079809,0.002000000000000,LL,50398,-0.271019240990993,-0.070822787669490,01,6858.520447117618460,2862873.240470621734858
1,37,37,0.0000000,12,Midsize City,0.018727888009464,3.354104630254052,0.002000000000000,LL,50456,-0.271019240990993,-0.069102504143658,01,5467.943328740387187,1710907.161954692564905
1,38,38,0.0000000,21,Large Suburban,0.013273734663874,3.664052973761028,0.002000000000000,LL,52548,-0.271019240990993,-0.048977669246453,01,11452.719462299348379,5451010.916303076781332
1,39,39,0.0000000,43,Remote Rural,0.016011231455911,11.383177487719500,0.002000000000000,LL,53654,-0.271019240990993,-0.059078535041859,01,106268.320967734223814,294469937.825269162654877
2,40,40,0.0000000,21,Large Suburban,0.014859206856736,3.828297170743614,0.002000000000000,LL,50553,-0.271019240990993,-0.054827773578644,01,9970.849824797986003,3331845.984609865117818
3,41,41,0.0000000,41,Fringe Rural,0.015115018524581,7.493337355864867,0.002000000000000,LL,42395,-0.271019240990993,-0.055771672155369,01,145437.884896351810312,460950844.377260386943817
1,42,42,0.0000000,21,Large Suburban,0.018791744895312,2.780171998204820,0.002000000000000,LL,40933,-0.271019240990993,-0.069338124450481,01,4194.503688774738293,986376.131076679448597
1,43,43,0.0000000,12,Midsize City,0.017737648789237,2.515726983307709,0.002000000000000,LL,40559,-0.271019240990993,-0.065448701334481,01,5930.551027507565777,2064291.485353965545073
1,44,44,0.0000000,12,Midsize City,0.015865812275330,2.065156047517567,0.002000000000000,LL,40348,-0.271019240990993,-0.058541964686272,01,5733.796349125744200,1738190.791657047811896
1,45,45,0.0000000,12,Midsize City,0.008802863008118,1.351235032625242,0.056000000000000,,39967,-0.271019240990993,-0.032480965135370,01,13059.044806122994487,6217290.044535390101373
1,46,46,0.0000000,21,Large Suburban,0.019190510404784,2.617724608796376,0.002000000000000,LL,40754,-0.271019240990993,-0.070809496729977,01,5571.498422356611627,1750499.483423316618428
1,47,47,0.0000000,12,Midsize City,0.006677492961972,0.763668341581266,0.146000000000000,,40121,-0.271019240990993,-0.024638735816913,01,6724.717176326646040,1943410.194542285520583
3,48,48,0.0000000,12,Midsize City,0.013737920532997,4.345687158104814,0.002000000000000,LL,38927,-0.271019240990993,-0.050690430767042,01,23389.756386787765223,34066147.468710385262966
3,49,49,0.0000000,13,Small City,0.001489432547936,0.487771243718935,0.316000000000000,,46549,-0.271019240990993,-0.005495735491553,01,14115.624164051785556,10057928.466589748859406
1,50,50,0.0000000,32,Distant Town,0.009504389164013,3.358067626682153,0.002000000000000,LL,46124,-0.271019240990993,-0.035069469192534,01,7453.850963095596853,3298214.302301009651273
2,51,51,0.0000000,42,Distant Rural,0.014204163688023,10.477681015708050,0.002000000000000,LL,47619,-0.271019240990993,-0.052410783298830,01,119966.845260578324087,525201471.881768226623535
1,52,52,0.0000000,12,Midsize City,0.013258772572790,2.954322123109773,0.002000000000000,LL,59343,-0.271019240990993,-0.048922461848768,01,8260.743406275731104,3960758.910123370122164
1,53,53,5.7971015,21,Large Suburban,-0.064881249531483,-1.680677506488420,0.008000000000000,HL,52910,2.178662712449128,-0.029780659518671,01,8457.249656696703823,3819731.450507999863476
1,54,54,0.0000000,21,Large Suburban,0.013720404679597,3.966822125791940,0.002000000000000,LL,52615,-0.271019240990993,-0.050625800450399,01,7662.442709105537688,3579847.000318202655762
2,55,55,4.7619047,12,Midsize City,-0.102437700577239,-2.336157052295597,0.002000000000000,HL,50326,1.741219470496046,-0.058831702056546,01,13998.934642794403771,7805006.245155418291688
1,56,56,0.0000000,12,Midsize City,-0.000453328317608,-0.052599228427172,0.408000000000000,,39850,-0.271019240990993,0.001672699128174,01,7974.694843818913796,3753846.103649935219437
3,57,57,10.3448277,13,Small City,-0.073263641403429,-1.724843872797428,0.006000000000000,HL,46350,4.100395960341933,-0.017867665364852,01,19360.791191800952220,14630426.866951191797853
2,58,58,0.0000000,12,Midsize City,0.015567500094657,2.883714368424682,0.002000000000000,LL,51691,-0.271019240990993,-0.057441246938994,01,9537.665286430450578,2442435.641885214019567
2,59,59,0.0000000,12,Midsize City,0.016250341999823,3.359718631261314,0.002000000000000,LL,51642,-0.271019240990993,-0.059960809505649,01,5895.336297630724403,2009110.669086675625294
2,60,60,0.8264462,33,Remote Town,-0.003473302409407,-6.435274369056141,0.002000000000000,HL,48792,0.078212254891799,-0.044409194639089,01,8704.796398145592320,3782038.111392400693148
1,61,61,0.0000000,43,Remote Rural,0.015083230909538,10.804150995596148,0.002000000000000,LL,48392,-0.271019240990993,-0.055654381631252,01,131584.481453340617009,291809171.048384904861450
3,62,62,0.0000000,13,Small City,0.003825825404813,1.340066265145798,0.078000000000000,,39832,-0.271019240990993,-0.014116600641537,01,17559.591238150042045,15717851.763370575383306
2,63,63,0.0000000,32,Distant Town,0.011645147206758,5.801394475628119,0.002000000000000,LL,56305,-0.271019240990993,-0.042968477422645,01,21172.637186508083687,14979343.432724606245756
2,64,64,0.0000000,23,Small Suburban,0.009361003096524,4.598707342485565,0.002000000000000,LL,57318,-0.271019240990993,-0.034540400654866,01,15302.437651327203639,12155434.443616416305304
1,65,65,0.0000000,12,Midsize City,0.016517977562120,3.271962520526565,0.002000000000000,LL,50346,-0.271019240990993,-0.060948336104661,01,6381.458270211373929,1845192.055802466813475
2,66,66,0.9345794,13,Small City,-0.003918202357690,-2.228644825850512,0.002000000000000,HL,51458,0.123906114306102,-0.031622720575872,01,7560.247493092857439,2246178.937551841605455
1,67,67,0.8547009,13,Small City,-0.001752624518159,-0.846608381804013,0.142000000000000,,51754,0.090151842079940,-0.019441035104433,01,2352.839264796080442,303973.245208710141014
2,68,68,0.0000000,21,Large Suburban,0.013672247813267,4.398988396227808,0.002000000000000,LL,38326,-0.271019240990993,-0.050448110363111,01,18146.356294116267236,15369007.078169340267777
2,69,69,0.0000000,12,Midsize City,0.013158578017540,2.821350679486012,0.002000000000000,LL,39307,-0.271019240990993,-0.048552762143933,01,12008.730380581913778,7704483.987741190008819
3,70,70,0.0000000,13,Small City,0.014632654583020,6.930215191961797,0.002000000000000,LL,58254,-0.271019240990993,-0.053991836850202,01,29572.793271265793010,40642404.189681358635426
3,71,71,12.5000000,12,Midsize City,-0.182178159283627,-3.548688499877952,0.002000000000000,HL,59119,5.011107427036769,-0.036355297526556,01,10866.607590155701473,5437306.648066069930792
1,72,72,0.7812500,21,Large Suburban,-0.001477635337349,-2.072440678402225,0.006000000000000,HL,59161,0.059113675760742,-0.024996799696274,01,9722.291949294440201,5898965.550338224507868
1,73,73,0.0000000,12,Midsize City,0.010150924281870,2.953747357735989,0.002000000000000,LL,59264,-0.271019240990993,-0.037455066310489,01,10951.428868025919655,6892263.145672346465290
3,74,74,0.0000000,41,Fringe Rural,0.011676550786694,6.720490276855512,0.002000000000000,LL,59601,-0.271019240990993,-0.043084350926993,01,35090.481584585992096,52946172.712054379284382
1,75,75,0.0000000,12,Midsize City,0.007532929166914,1.263879131475435,0.050000000000000,LL,53118,-0.271019240990993,-0.027795139991625,01,3840.316241433296454,716972.955960221821442
1,76,76,0.0000000,21,Large Suburban,0.011944394731864,1.938184272480199,0.002000000000000,LL,54716,-0.271019240990993,-0.044072646420944,01,8990.314105919300346,2897560.903199110645801
2,77,77,0.0000000,12,Midsize City,0.016229500600416,3.319782556368642,0.002000000000000,LL,53018,-0.271019240990993,-0.059883908528448,01,8509.351179792767653,3788377.689832401461899
2,78,78,0.0000000,21,Large Suburban,0.012532791244130,4.965817887156049,0.002000000000000,LL,52389,-0.271019240990993,-0.046243722647287,01,11946.165630915553265,8559805.517110751941800
3,79,79,0.0000000,41,Fringe Rural,0.016899668390319,12.709625089164447,0.002000000000000,LL,49379,-0.271019240990993,-0.062356705912504,01,209625.001404977869242,588631799.454066395759583
2,80,80,0.0000000,42,Distant Rural,0.010755837679136,6.918080207334941,0.002000000000000,LL,59486,-0.271019240990993,-0.039687086841583,01,128303.311309285927564,554262303.477715015411377
3,81,81,0.0000000,12,Midsize City,0.012460305330409,3.447387442993294,0.002000000000000,LL,59346,-0.271019240990993,-0.045976262795396,01,15441.315622694075500,9725967.603736089542508
2,82,82,0.0000000,12,Midsize City,0.011711789647450,2.985119771503880,0.002000000000000,LL,59268,-0.271019240990993,-0.043214375920742,01,8201.408960793532970,3422416.616718190256506
2,83,83,0.0000000,12,Midsize City,0.013043249283267,3.456040696376962,0.002000000000000,LL,59401,-0.271019240990993,-0.048127220068181,01,8066.001894119917779,3861662.556979087647051
2,84,84,0.0000000,12,Midsize City,0.013489996302195,2.852121794009345,0.002000000000000,LL,59364,-0.271019240990993,-0.049775635399958,01,6627.523912549161651,1994487.715088263386860
1,85,85,0.0000000,12,Midsize City,0.012961261397261,3.365330660657722,0.002000000000000,LL,59322,-0.271019240990993,-0.047824699664940,01,6795.140280457469999,2323697.100212806370109
1,86,86,0.0000000,12,Midsize City,0.009231719622828,2.428397398639822,0.002000000000000,LL,59086,-0.271019240990993,-0.034063368126035,01,10099.178957353740770,5003451.304005076177418
2,87,87,0.0000000,31,Fringe Town,0.010808955176304,4.503329759448711,0.002000000000000,LL,59104,-0.271019240990993,-0.039883080755379,01,10356.397449883792433,4678105.784812888130546
2,88,88,0.0000000,12,Midsize City,0.016279997864365,3.311367173717993,0.002000000000000,LL,53078,-0.271019240990993,-0.060070234257727,01,7455.817537203278334,2430031.352960688993335
1,89,89,0.0000000,12,Midsize City,0.013377504201984,2.192997383444056,0.002000000000000,LL,53135,-0.271019240990993,-0.049360559988520,01,7670.053415966825924,2337623.711626358795911
2,90,90,0.0000000,12,Midsize City,0.006551308440334,0.848926783565622,0.056000000000000,,53082,-0.271019240990993,-0.024173137858138,01,5711.600537113821701,1955094.614654648816213
1,91,91,0.0000000,21,Large Suburban,0.015714985452437,4.422528583937445,0.002000000000000,LL,52792,-0.271019240990993,-0.057985441113047,01,8526.831230751018666,3730367.327864397782832
2,92,92,0.0000000,12,Midsize City,0.011354771879641,2.176691044585494,0.002000000000000,LL,53049,-0.271019240990993,-0.041897045222967,01,10002.934061904370537,4604457.450518589466810
3,93,93,0.0000000,12,Midsize City,0.013726652294518,2.952872323131034,0.002000000000000,LL,53512,-0.271019240990993,-0.050648853014347,01,10794.573188520638723,3613421.289601960219443
1,94,94,0.0000000,12,Midsize City,0.013631253776651,3.118586795608251,0.002000000000000,LL,53439,-0.271019240990993,-0.050296849816074,01,11365.615941765217940,3347688.072402342222631
1,95,95,0.0000000,12,Midsize City,0.009336066142431,1.017199261896499,0.016000000000000,LL,53162,-0.271019240990993,-0.034448387824980,01,4236.421761003050051,1116967.150763789424673
1,96,96,2.5641026,21,Large Suburban,-0.017749592109209,-1.321588552538648,0.078000000000000,,52909,0.812493957847522,-0.021846071159654,01,10149.814552610847386,4258150.194274386391044
3,97,97,0.0000000,21,Large Suburban,0.015292599993286,6.482468537467483,0.002000000000000,LL,53016,-0.271019240990993,-0.056426915510673,01,106403.929845693186508,170194912.106118500232697
2,98,98,0.0000000,13,Small City,0.013869516957785,4.330943796773081,0.002000000000000,LL,58708,-0.271019240990993,-0.051175997665168,01,11089.943632409729616,6604990.079563823528588
3,99,99,0.0000000,13,Small City,0.013471206009950,4.951677943844656,0.002000000000000,LL,58620,-0.271019240990993,-0.049706302635525,01,15243.833969351169799,8763390.750779574736953
3,100,100,0.0000000,12,Midsize City,0.015603253130680,4.481741704754910,0.002000000000000,LL,51579,-0.271019240990993,-0.057573169146062,01,15651.807897632716049,9486296.034310363233089
2,101,101,0.0000000,12,Midsize City,0.010337434719552,2.413864790927699,0.002000000000000,LL,51789,-0.271019240990993,-0.038143255939038,01,9393.317572177389593,4199512.881833799183369
1,102,102,0.0000000,43,Remote Rural,0.016024544761773,13.070587516690537,0.002000000000000,LL,48152,-0.271019240990993,-0.059127658721637,01,131453.913374156079954,492374960.282423853874207
1,103,103,0.0000000,42,Distant Rural,0.016191093210505,9.795101629581739,0.002000000000000,LL,50373,-0.271019240990993,-0.059742192237794,01,90598.009671497551608,255736363.178197622299194
1,104,104,0.0000000,43,Remote Rural,0.014255618582424,9.465802448239463,0.002000000000000,LL,44862,-0.271019240990993,-0.052600642510492,01,104711.316908666209201,432798755.267559528350830
3,105,105,0.0000000,41,Fringe Rural,0.014614191197904,11.939728009620072,0.002000000000000,LL,47503,-0.271019240990993,-0.053923710313681,01,139450.741040822933428,609762188.170349717140198
2,106,106,0.0000000,13,Small City,0.010962851052508,3.388697308836588,0.002000000000000,LL,56942,-0.271019240990993,-0.040450928577711,01,14310.147882763289090,6786423.843867314048111
1,107,107,0.0000000,43,Remote Rural,0.014949570452264,11.480834425263776,0.002000000000000,LL,46962,-0.271019240990993,-0.055161198828262,01,197795.245799206197262,837546331.213531017303467
1,108,108,0.0000000,43,Remote Rural,0.015748208171984,11.204069993533459,0.002000000000000,LL,47406,-0.271019240990993,-0.058108026912045,01,148409.535662461305037,377654086.787263095378876
2,109,109,0.0000000,23,Small Suburban,0.015945000428023,5.478400875370842,0.002000000000000,LL,57607,-0.271019240990993,-0.058834154582261,01,7468.260216741697150,2858643.951205709949136
4,110,110,0.0000000,33,Remote Town,0.011898000698108,6.780121435901959,0.002000000000000,LL,44978,-0.271019240990993,-0.043901460865570,01,89624.889894606225425,251683434.728789299726486
2,111,111,0.0000000,42,Distant Rural,0.015554792781366,11.019769094003919,0.002000000000000,LL,48927,-0.271019240990993,-0.057394359261701,01,259254.450389643199742,911681594.936710715293884
3,112,112,0.0000000,41,Fringe Rural,0.014702843830700,8.966781294900018,0.002000000000000,LL,50480,-0.271019240990993,-0.054250822421676,01,98083.332133873802377,183262314.342129975557327
2,113,113,0.0000000,32,Distant Town,0.016061400258487,6.048884468399385,0.002000000000000,LL,50038,-0.271019240990993,-0.059263648808353,01,12921.435943064272578,9299418.030444117262959
3,114,114,0.0000000,13,Small City,0.015684555939324,4.453775273645169,0.002000000000000,LL,57922,-0.271019240990993,-0.057873161738304,01,9560.992011267431735,2373088.901787737850100
2,115,115,0.0000000,32,Distant Town,0.010886010022996,4.653689323416721,0.002000000000000,LL,47326,-0.271019240990993,-0.040167399139821,01,15321.399721919322474,11198902.236423075199127
1,116,116,3.3333335,13,Small City,-0.028396933505526,-1.303921686194887,0.028000000000000,HL,51759,1.137547937648790,-0.024963578654086,01,6595.873821177930949,1742314.573457141872495
2,117,117,0.0000000,13,Small City,0.009859007653179,3.657712910988377,0.002000000000000,LL,52544,-0.271019240990993,-0.036377946988036,01,11424.495370064578310,4798542.221386841498315
2,118,118,0.0000000,12,Midsize City,0.016768083666512,4.279483871079203,0.002000000000000,LL,50368,-0.271019240990993,-0.061871182188871,01,14202.422250448267732,10568086.973110754042864
1,119,119,0.0000000,12,Midsize City,0.014876873899428,3.287560611339672,0.002000000000000,LL,50386,-0.271019240990993,-0.054892961756306,01,7824.452961593760847,3503952.787755717523396
1,120,120,0.0000000,12,Midsize City,0.019282302373734,3.776371351094713,0.002000000000000,LL,50390,-0.271019240990993,-0.071148192418005,01,6531.418864731867870,2251442.809986027888954
1,121,121,0.0000000,12,Midsize City,0.013160978519685,2.962535030441895,0.002000000000000,LL,50354,-0.271019240990993,-0.048561619560707,01,9347.934566393971181,5463943.767196360044181
1,122,122,0.0000000,12,Midsize City,0.018443952686915,3.262200292148166,0.002000000000000,LL,50372,-0.271019240990993,-0.068054834390772,01,7357.326182328611139,3209998.930795357562602
2,123,123,0.0000000,32,Distant Town,0.012173111084486,4.429336864566423,0.002000000000000,LL,50696,-0.271019240990993,-0.044916568207360,01,14083.302496240985420,5833039.450793207623065
2,124,124,0.0000000,42,Distant Rural,0.014433189950479,10.389569153350580,0.002000000000000,LL,48998,-0.271019240990993,-0.053255848596231,01,133749.970851093443343,409466793.162356078624725
2,125,125,0.0000000,32,Distant Town,0.011579936972969,5.293252860727438,0.002000000000000,LL,56013,-0.271019240990993,-0.042727863507809,01,13281.060562256192497,5227534.649434709921479
2,126,126,0.0000000,42,Distant Rural,0.012917984543601,6.704218690876370,0.002000000000000,LL,52018,-0.271019240990993,-0.047665015937772,01,144926.740078966744477,808461274.880031585693359
1,127,127,0.0000000,12,Midsize City,0.013797565969741,1.917065231869495,0.002000000000000,LL,40436,-0.271019240990993,-0.050910511591836,01,8129.397311567598081,3195517.060718507505953
1,128,128,0.0000000,12,Midsize City,0.013047188220267,2.201754480548763,0.002000000000000,LL,40384,-0.271019240990993,-0.048141754030056,01,6168.367291974012915,2492040.080728601198643
1,129,129,0.0000000,12,Midsize City,0.002433926113783,0.395564573706709,0.378000000000000,,40189,-0.271019240990993,-0.008980745147452,01,6568.680511045024105,2850602.959223594050854
1,130,130,0.0000000,43,Remote Rural,0.010741140876701,7.254061688938012,0.002000000000000,LL,48962,-0.271019240990993,-0.039632858310813,01,114428.797171481026453,353260974.414069950580597
3,131,131,0.0000000,12,Midsize City,0.017202197158817,3.238676898420553,0.002000000000000,LL,41085,-0.271019240990993,-0.063472982102757,01,10157.298332249007217,5210415.712039759382606
2,132,132,0.0000000,12,Midsize City,0.019508848835744,1.854043221008303,0.002000000000000,LL,40651,-0.271019240990993,-0.071984107702306,01,5476.852512511980422,1292360.492113024462014
1,133,133,0.0000000,12,Midsize City,0.018004510160388,2.442635891087023,0.002000000000000,LL,40446,-0.271019240990993,-0.066433371308820,01,5129.654760252909909,1452817.908134097931907
1,134,134,0.0000000,12,Midsize City,0.015765714909179,1.958892459041764,0.002000000000000,LL,40287,-0.271019240990993,-0.058172623591550,01,4465.441766782812920,849363.820392285822891
1,135,135,0.0000000,13,Small City,0.007592902366957,1.867878371948391,0.002000000000000,LL,46246,-0.271019240990993,-0.028016430203443,01,8431.927659361825135,2634394.602602571249008
1,136,136,0.0000000,13,Small City,0.009052734980241,1.972152464167298,0.002000000000000,LL,46144,-0.271019240990993,-0.033402947314049,01,7332.821069655120482,2224816.017460671719164
3,137,137,0.0000000,13,Small City,0.002311587041943,0.849920278726055,0.194000000000000,,46074,-0.271019240990993,-0.008529336199765,01,12035.590791635715505,8669532.464100595563650
2,138,138,0.0000000,21,Large Suburban,0.014344744989092,4.809318773428413,0.002000000000000,LL,50704,-0.271019240990993,-0.052929502758000,01,28639.144500231737766,35495874.774282120168209
2,139,139,0.0000000,22,Midsize Suburban,0.009869136805450,3.618955778243782,0.002000000000000,LL,51843,-0.271019240990993,-0.036415321719580,01,14527.828984107933138,11888022.070702856406569
2,140,140,0.0000000,41,Fringe Rural,0.015518486328924,9.684193839083589,0.002000000000000,LL,52003,-0.271019240990993,-0.057260395048594,01,139599.136504896508995,434749966.002015888690948
1,141,141,0.0000000,12,Midsize City,0.015479960411722,2.970648711017686,0.002000000000000,LL,51674,-0.271019240990993,-0.057118241413773,01,5876.809171014186177,1727343.820069888606668
2,142,142,0.0000000,32,Distant Town,0.012602353009444,3.878420904562477,0.002000000000000,LL,50647,-0.271019240990993,-0.046500392922836,01,9898.225844193790181,2913886.344128560274839
1,143,143,0.0000000,12,Midsize City,0.013320422779374,2.130215567990393,0.002000000000000,LL,51689,-0.271019240990993,-0.049149939910031,01,7714.504090266360436,1863291.151677447138354
1,144,144,0.0000000,13,Small City,0.010886528880545,3.319321780555327,0.002000000000000,LL,56893,-0.271019240990993,-0.040169313629906,01,12698.908938974702323,3617562.456099863629788
1,145,145,0.0000000,43,Remote Rural,0.015594081124322,12.763585735896415,0.002000000000000,LL,48601,-0.271019240990993,-0.057539326109032,01,145562.644623858388513,422770605.799647033214569
1,146,146,0.0000000,43,Remote Rural,0.014745967259196,11.406859634187994,0.002000000000000,LL,48188,-0.271019240990993,-0.054409940037869,01,199930.263578773330664,975924523.727691173553467
2,147,147,0.0000000,12,Midsize City,0.018439413001308,2.785792216904470,0.002000000000000,LL,40812,-0.271019240990993,-0.068038083775683,01,8231.207734708812495,3111507.482996688224375
1,148,148,0.0000000,13,Small City,0.005475440264849,1.547633598036414,0.014000000000000,LL,57600,-0.271019240990993,-0.020203379761715,01,6967.334788416806077,1597352.071252969792113
2,149,149,0.0000000,12,Midsize City,0.008405155487879,1.322923820635001,0.042000000000000,LL,53117,-0.271019240990993,-0.031013496643922,01,5104.591470451340683,960030.663560549728572
2,150,150,0.0000000,12,Midsize City,0.005839772009647,1.071839556480997,0.102000000000000,,53037,-0.271019240990993,-0.021547697705728,01,6658.796509207752024,1809554.495746006723493
1,151,151,0.0000000,21,Large Suburban,0.006318025120679,1.380637263027357,0.044000000000000,LL,52863,-0.271019240990993,-0.023312364793127,01,8124.574556853265676,3181602.692697012796998
1,152,152,5.7142859,21,Large Suburban,-0.044928361339024,-1.369074350452525,0.028000000000000,HL,52974,2.143667293392310,-0.020958891229559,01,12822.829847969131151,7221520.905214581638575
2,153,153,0.0000000,32,Distant Town,0.010668579706966,4.612179822052444,0.002000000000000,LL,46964,-0.271019240990993,-0.039365120777900,01,19438.880892665947613,19248570.693796418607235
3,154,154,0.0000000,32,Distant Town,0.011799017944314,7.527934335719932,0.002000000000000,LL,54328,-0.271019240990993,-0.043536232487936,01,94251.347588630407699,303285484.974673926830292
